,File,V_Neg,V_Neut,V_Pos,A_Neut,A_Pos,Laning,Shopping,Returning,Roaming,Fighting,Pushing,Defending,Dead,Misc
44,90_08_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
45,162_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
46,162_09_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
47,70_07_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
48,142_03_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
49,219_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
50,201_08_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
51,128_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
52,18_010_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
53,71_08_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
54,236_08_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
55,125_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
56,40_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
57,76_01_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
58,106_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
59,29_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
60,143_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
61,78_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
62,114_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
63,154_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
64,149_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
65,12_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
66,166_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
67,127_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
68,222_06_02.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
69,72_04_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
70,45_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
71,189_09_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
72,104_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
73,150_07_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
74,40_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
75,187_09_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
76,113_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
77,149_09_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
78,118_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
79,204_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
80,57_06_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
81,229_09_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
82,45_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
83,226_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
84,140_05_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
85,18_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
86,213_01_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
87,83_010_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
88,3_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
89,152_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
90,79_09_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
91,40_08_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
92,83_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
93,42_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
94,147_010_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
95,84_08_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
96,206_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
97,123_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
98,17_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
99,58_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
100,6_09_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
101,200_07_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
102,226_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103,196_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
104,94_010_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
105,145_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
106,29_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
107,145_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
108,40_08_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
109,151_03_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
110,162_07_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
111,11_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
112,194_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
113,215_06_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
114,133_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
115,166_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
116,107_09_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
117,208_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
118,129_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
119,224_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
121,163_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
122,62_010_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
123,208_09_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
124,116_06_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
125,213_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
126,89_010_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
127,91_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
128,220_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
129,84_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
130,32_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
131,92_010_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
132,211_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
133,159_08_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
134,87_04_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
135,237_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
136,50_08_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
137,206_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
138,21_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
139,109_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
140,6_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
141,124_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
142,166_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
143,185_05_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
144,48_01_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
145,229_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
146,74_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
147,165_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
148,126_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
149,42_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
150,22_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
151,91_09_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
152,237_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
153,156_02_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
154,86_05_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
155,114_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
156,87_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
157,102_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
158,145_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
159,221_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
160,32_09_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
161,2_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
162,41_08_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
163,159_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
164,148_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
165,92_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
166,31_09_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
167,103_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
168,16_06_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
169,100_09_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
170,55_010_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
171,0_09_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
172,216_03_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
173,84_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
174,167_01_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
175,97_09_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
176,158_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
177,138_05_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
178,162_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
179,143_05_03.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
180,73_09_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
181,216_010_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
182,61_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
183,10_09_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
184,7_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
185,51_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
186,108_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
187,145_04_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
188,210_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
189,122_04_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
190,33_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
191,84_09_02.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
192,85_09_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
193,121_04_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
194,92_09_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
195,223_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
196,74_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
197,198_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
198,29_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
199,210_09_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
200,2_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
201,175_09_01.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
202,129_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
203,12_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
204,219_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
205,227_02_01.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
206,192_07_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
207,209_09_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
208,80_03_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
209,202_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
210,101_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
211,163_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
212,202_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
213,68_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
214,74_07_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
215,163_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
216,210_08_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
217,203_03_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
218,88_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
219,111_07_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
220,179_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
221,28_02_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
222,30_010_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
223,236_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
224,176_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
225,14_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
226,54_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
227,187_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
228,112_09_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
229,143_03_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
230,218_09_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
231,57_07_01.mp4,0,1,0,0,1,1,0,0,0,0,0,0,0,0
232,94_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
233,169_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
234,79_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
235,177_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
236,203_07_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
237,145_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
238,1_06_01.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
239,79_02_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
240,193_08_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
241,194_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
242,28_010_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
243,198_07_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
244,126_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
245,32_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
246,182_08_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
247,103_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
248,133_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
249,29_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
250,128_01_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
251,59_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
252,35_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
253,65_03_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
254,81_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
255,179_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
256,20_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
257,210_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
258,81_08_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
259,219_03_01.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
260,166_05_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
261,20_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
262,226_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
263,66_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
264,66_010_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
265,57_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
266,133_08_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
267,31_04_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
268,213_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
269,154_02_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
270,71_010_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
271,223_07_01.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
272,62_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
273,112_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
274,225_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
275,162_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
277,196_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
278,75_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
279,51_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
280,30_04_03.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
281,60_09_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
282,183_05_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
283,20_09_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
284,18_05_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
285,85_03_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
286,141_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
287,46_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
288,66_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
290,85_09_02.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
291,153_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
292,71_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
293,76_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
294,20_010_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
295,181_07_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
296,68_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
297,150_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
298,55_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
299,88_09_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
300,111_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
301,167_010_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
302,111_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
303,115_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
304,124_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
305,205_010_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
306,102_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
307,80_010_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
308,195_06_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
309,191_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
310,125_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
311,74_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
312,41_01_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
313,161_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
314,32_02_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
315,96_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
316,75_04_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
317,194_09_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
318,162_07_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
319,96_08_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
320,111_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
321,183_08_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
322,122_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
323,111_06_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
324,142_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
325,7_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
326,225_010_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
327,95_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
328,77_09_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
329,220_07_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
330,71_07_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
331,22_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
332,234_09_02.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
333,193_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
334,213_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
335,237_02_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
336,196_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
337,234_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
338,239_09_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
339,12_01_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
340,124_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
341,216_08_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
342,185_09_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
343,91_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
344,9_03_01.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0
345,23_07_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
